QUARTER,City,City,latitude,longitude,name,Q1 2006,Q2 2006,Q3 2006,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020
"Cyprus, Limassol",Limassol,Limassol,34.673564,33.042341,Limassol,16.38268218,16.31768525,16.56208215,16.67745122,16.89639584,16.54743203,16.5169058,17.84486363,17.74833468,13.92923724,13.26839428,12.59919206,13.85155478,14.30955058,18.15431845,16.6685517,17.38532157,16.3473404,16.39061736,17.76665691,17.24452323,17.1712222,16.65302213,15.29191315,16.29752855,16.86781618,17.11198595,15.93734637,15.79302939,16.05777074,15.50198538,15.68130208,16.04788495,15.5390434,16.00360249,16.10046588,17.63443569,17.50307722,17.91561853,18.0047839,18.8223127,19.90146515,19.85558546,19.86846664,19.85665235,13.2448004,17.40533979,17.42206263,17.37706053,17.73827651,17.73833759,17.87864602,18.52733874,18.38220455,18.38468741,18.8345053,18.59286777,18.5956312,18.11659017
"India, Visakhapatnam",Visakhapatnam,Visakhapatnam,17.723128,83.301284,Visakhapatnam,5.885005191,5.885005191,6.352621473,6.403066571,6.985517002,6.985517002,8.005343099,6.382538297,6.380490922,6.704506549,6.722520845,7.016350553,8.456637356,8.027469787,8.627483127,8.623964365,8.640266733,9.769953016,8.700133066,12.26694411,13.10951478,13.74190442,14.24154296,12.97031709,12.97060938,14.25323752,12.53806392,12.56119736,12.56119736,13.79074583,13.73383073,12.41884121,14.03528357,12.53051559,13.21107524,12.60420179,13.25140569,14.01849191,14.54397465,18.17642685,18.02376712,18.25088745,18.00464268,17.12020045,16.89289636,16.7860552,13.21515586,15.21703286,15.29214158,15.46630466,15.46212482,15.5762718,15.44012763,16.654569,15.46288881,17.99539066,18.13661487,18.14491433,17.9899714
"United Kingdom, Liverpool (GB)",Liverpool (GB),Liverpool ,53.405472,-2.980539,Liverpool,13.16029049,13.44494336,14.00407513,13.95029306,14.00873976,14.02769365,14.52232174,13.81464113,13.49737909,12.03064358,12.09721956,11.61206296,11.42141755,12.32600298,10.88062576,10.88062576,10.90164931,11.26953296,13.08121429,13.56263941,14.34158286,13.57214975,13.95157279,13.95087899,13.99132904,14.27188562,14.222742,15.2539111,14.27775895,14.55895703,14.59110888,14.63467153,14.62576553,14.6300069,14.36114443,14.49325343,14.63945669,14.54550833,14.46089643,14.57114764,14.95202025,15.26288196,15.37601252,14.38959625,14.52426775,14.55596642,14.64084747,14.91081808,14.75369202,14.69664021,22.44500434,17.27087121,17.60657582,18.12955259,19.55681563,19.031622,19.89009941,16.15712508,17.46270766
"Japan, Hakata",Hakata,Hakata,33.585459,130.430394,Hakata,18.48354522,18.91249732,30.2333501,29.48563836,22.33589963,19.28070453,19.18618041,18.78329696,19.58670605,21.08610936,25.76808201,26.63442123,24.95755062,28.35953,29.0988568,28.95676267,28.30172113,28.33190988,28.55008433,29.12817958,30.32608428,38.66200086,38.43060312,37.92689828,37.58586431,29.33431339,30.22593941,30.44997298,29.99218711,29.94413933,38.69937014,22.66880692,22.48226316,21.42282348,21.51005691,22.4011209,20.19298116,19.74859658,18.99087836,17.62483971,20.26409835,20.17651355,20.96191623,19.80693092,19.06210065,19.3151236,20.20554184,18.12250061,18.2023963,17.89347855,17.29015594,21.3490636,18.95389964,18.10141847,19.57962746,17.95831948,18.41140726,17.49039802,17.45937462
"Morocco, Casablanca",Casablanca,Casablanca,33.593916,-7.617629,Casablanca,10.42972573,10.80219994,10.75472189,10.39619554,10.12067622,11.96961826,13.66924084,13.9610202,13.25577407,15.51451034,13.05167092,18.07972565,13.84848257,13.5687302,14.77707938,12.70714881,12.67164816,13.48381922,13.51989044,14.0921189,13.19164186,14.64171383,16.24890024,14.17639971,15.93452248,10.89904613,12.2666034,13.99613446,16.9974001,15.34991309,14.8492681,15.48250311,14.59863266,14.9745509,14.90976922,15.27541242,15.49706311,16.37015251,16.94768135,16.65513336,16.87714895,17.81181475,17.43697399,18.08796928,17.48915267,16.82664133,30.67589294,17.64403789,22.63462388,22.07986016,20.70847463,19.68217832,19.56763721,18.12849505,18.2183191,15.38644886,15.65283273,16.67656894,17.33594669
"Thailand, Bangkok",Bangkok,Bangkok,13.752753,100.494086,Bangkok,19.81329159,19.93325443,20.03327871,19.78428301,19.22211219,20.16242149,19.72486306,19.61373271,18.322746,17.22825426,17.2389621,17.29251214,16.92884586,16.86211501,16.90375023,16.92993408,17.24168367,18.7583539,19.3777429,19.78746965,19.84274959,19.32050978,18.12884052,21.43012718,17.76246194,16.54525622,17.09707913,17.65896629,17.54437494,17.57806518,17.78601662,16.55441668,16.06909172,15.95434401,16.06002078,15.73758919,16.53010336,18.75994435,17.27395473,18.01694469,18.17722518,18.33056453,18.16947988,17.72282095,16.8338546,17.13729767,17.48796283,17.73388926,17.7162757,17.55994102,17.78509916,17.77248046,17.24009472,17.09259254,16.92293486,16.63862458,16.44656345,16.46500597,17.24789954
"Russian Federation, St Petersburg",St Petersburg,St Petersburg,27.772069,-82.638488,St Petersburg,10.53698516,11.61125646,11.2931109,12.07510127,12.78037199,12.99262464,13.02688251,13.82622978,14.78140501,14.64577686,14.27442048,15.08155656,15.26708304,13.83581259,12.17430725,12.55099761,14.76005584,15.27569432,15.91082599,15.57103352,15.35903128,15.603019,18.00566481,17.47460184,19.17644889,20.73270759,19.63337787,19.98531234,19.2158477,19.41916369,18.17251243,19.07577597,19.6600905,20.95687428,21.57179506,21.45361784,19.0687451,20.67224341,18.98710002,21.27338301,19.90911479,19.59408323,18.59674547,19.43524657,18.67995533,18.37155362,18.79702634,19.19620811,19.64654379,18.92310181,19.76175331,19.40064366,19.32385402,18.89653708,19.57586382,22.17834762,18.44373866,17.46375894,17.11139027
"Kenya, Mombasa",Mombasa,Mombasa,-4.05052,39.667169,Mombasa,10.49212749,11.62208059,11.75346672,12.04053734,11.9921229,12.00152425,12.32171345,12.79492166,12.21075263,11.47645583,11.85975405,13.35350296,13.61625744,12.92095396,13.25516606,13.36156377,13.2136419,13.42133481,14.10801756,12.96178757,14.25529688,14.19469689,14.15144665,14.60192974,13.7393347,14.14389314,13.77981996,13.27364603,12.63054922,13.46503644,13.41110865,14.27969446,13.25316667,14.01639697,14.60010397,14.67455671,13.38264322,13.30332823,13.41632653,17.63686441,13.8220455,14.76304591,15.06425863,14.97318363,16.44101849,15.26065919,15.49619029,15.80992898,16.68365863,23.84133775,16.09338485,17.2278785,24.49119652,17.15355166,17.15287389,17.20712395,16.84819134,16.37484794,17.01113067
"China, Shantou",Shantou,Shantou,23.365298,116.694882,Shantou,4.419335729,4.004677119,4.389911217,5.064325061,4.945083822,4.945083822,5.132663588,5.132585044,5.134208283,10.1278703,9.894752292,14.55745427,13.85621603,10.70907579,7.388740146,7.78278193,11.00212682,10.99582499,9.726150765,11.40389477,15.17046277,11.74405285,10.88089559,10.83081829,11.97442219,11.97178346,12.08743692,12.72481336,13.62569844,13.84398669,11.71616438,11.10175613,11.7587753,12.32714127,12.83318279,13.70976749,14.82058073,12.02131761,12.02472554,12.69851874,11.34346057,11.30576445,10.59948885,11.16989991,12.8575325,12.87905046,14.01521184,14.02268223,12.70481003,13.06690621,13.83597686,14.00394318,14.36287278,14.87782887,14.59779345,16.13963562,16.8445225,16.55516869,16.69912816
"Japan, Naha",Naha,Naha,26.2111,127.689027,Naha,3.031661036,3.445879047,3.236714809,3.748664879,3.748664879,2.233559143,2.233559143,2.983350542,2.987906082,2.987906082,2.987906082,3.682690774,3.413952129,3.413952129,5.833038859,5.833038859,6.595486053,6.540521464,6.540521464,4.497883701,4.033547999,4.033547999,4.034900698,4.034935606,4.034935606,4.034935606,4.574401733,4.574401733,4.467143045,4.898066352,4.898066352,4.898066352,4.897917991,4.911218074,4.911218074,4.964821237,4.964821237,4.964775419,4.789243873,13.37258305,13.3189537,13.53406016,13.53388998,13.53388998,14.17086716,14.17106352,14.17048753,14.17048753,14.33195591,14.33195591,17.94740396,17.94131158,17.2329999,17.2329999,16.68758349,16.6916154,16.6916154,16.6916154,16.69790414
"France, Martinique, Fort de France",Fort de France,Fort de France,47.414097,-1.789825,Fort de France,8.577844046,8.577844046,8.577844046,8.502538295,8.451051451,8.294559934,8.606217232,8.055969499,8.058993435,7.559142533,7.563696327,7.564089046,7.564089046,7.990683124,8.184316687,8.12750632,8.070986313,8.071536119,8.038980217,8.038439138,8.06721105,8.06721105,7.623927713,7.677557057,8.357447093,8.275771973,8.161774677,8.692640567,8.237009821,8.291572963,8.174736805,8.174736805,8.916046732,9.287449615,9.233820271,8.383085912,8.383085912,8.639286817,8.079765858,8.079442955,7.672764093,8.684010057,8.62658443,8.628718203,8.689555249,8.732222497,8.784935497,9.286391918,9.292126488,8.78548242,8.856559478,8.707098696,9.381501531,11.34158014,16.47620217,16.05046326,16.09843745,16.7876368,16.68198172
"New Zealand, Napier",Napier,Napier,-39.490858,176.917911,Napier,10.64725127,11.16422628,11.16811789,10.66887683,13.80394622,13.99445358,14.19819126,14.33777544,14.34056017,11.55875225,12.24741296,12.10887745,11.54599724,12.64390589,12.27373885,12.27482799,12.27346283,14.76150258,14.09067329,14.01431852,14.02195273,14.02919372,12.97444918,12.44053799,13.37875009,13.3172502,13.37635634,13.92106293,14.00073077,14.4911001,14.68741986,14.99585477,14.93890348,15.2110687,15.02642369,14.1545617,15.14361089,15.15830535,15.92898015,14.62524601,15.12992579,15.19011167,14.82989326,15.01621665,16.31382343,16.1372394,16.16114884,16.58962314,17.86876817,17.40690574,16.5025505,16.5560283,16.63636515,16.63012041,16.57910047,16.57651288,16.63433157,16.63493312,16.60867753
"Senegal, Dakar",Dakar,Dakar,14.693004,-17.447026,Dakar,12.91286514,13.63717758,14.65740296,14.71874964,15.86888739,17.1815863,16.03913435,15.76156261,15.56540739,18.16539939,15.09400261,14.43021575,14.64208961,15.88865622,16.22642222,15.86862116,16.59971848,13.67517709,13.63433159,12.87006525,13.13153986,13.0112454,13.8977355,13.83660835,14.58481854,13.80888331,12.74587062,12.83004373,11.97554696,12.58285765,12.34962336,13.04399305,13.29600519,13.34119663,13.90078174,14.05284659,15.33472784,15.18998946,15.87446862,16.99928143,16.32192207,16.27656498,16.2926279,16.58279975,16.4872442,16.7632494,16.45500005,18.11023861,18.42795803,16.9779982,18.71454844,17.29535673,16.82487178,16.82194335,16.75541333,16.84054637,16.67630229,15.69942848,16.55949912
"Nigeria, Tin Can Island",Tin Can Island,Tin Can Island,6.43605,3.35602,Tin Can Island,4.90767102,5.544132546,5.331788215,5.503378468,7.689641243,7.692985081,8.316397674,8.30713018,9.239659933,9.024753775,9.698694447,10.54151865,11.12298249,9.512932445,10.2649065,10.28239122,9.7986251,10.99593226,11.51504589,11.42846893,11.36355382,12.3801873,12.25487756,12.1910744,12.91818929,11.99182731,11.54356516,11.93193114,12.49489813,14.31335202,15.66323898,15.77758433,15.86196931,16.77020523,16.61541912,17.15487478,16.91119566,17.49221236,18.47252384,17.83201432,18.17049083,17.03467777,16.21317996,16.3325819,16.24487749,16.47199195,16.00375466,16.87209603,16.86999739,16.51673526,17.18487481,16.2861914,15.56963079,15.94128199,16.67992506,16.90139927,17.41295716,16.66894833,16.48665971
"Spain, Castellon",Castellon,Castellon,40.251857,-0.061505,Castellon,5.488108203,4.986830124,9.760613342,9.761503505,9.955851564,10.09244915,7.159985739,7.295028306,7.117362272,7.342485334,7.37129189,7.010954783,7.011109185,6.543666144,6.602129125,6.174348163,8.704787765,9.213882252,9.266097808,9.886737027,9.277009075,8.900275426,10.53206532,10.45849807,9.37567244,9.27722077,9.598851644,11.16808574,12.9217967,13.09740972,12.11332656,10.48714136,11.67836504,14.88718342,14.84471435,15.42159566,15.43725986,15.21257542,12.07430731,12.12866234,12.55138684,12.64035006,12.74305656,12.91295458,12.96962008,13.23540531,14.40716075,14.33520801,16.11849988,16.12231449,15.19867611,15.1928061,15.24936901,15.59987049,15.38849553,16.02454148,16.21340362,17.13718845,16.46520578
"Poland, Gdynia",Gdynia,Gdynia,54.503558,18.46255,Gdynia,7.118832283,7.597170397,7.994829265,8.585253335,8.479121805,7.879074231,8.945466216,7.564502054,7.458016637,8.043106754,7.83734427,8.005382699,7.954381066,8.171598737,9.769713105,9.979791563,10.49073248,10.65070708,11.74242574,11.3950808,11.45466885,11.23264957,13.72138735,13.8293493,14.34682385,12.90899731,11.82699064,10.73432846,11.14563213,11.22356911,10.97061248,11.93543621,11.16952075,11.40754439,12.05269761,14.74758636,11.97467143,13.42620992,13.07894897,11.21209664,15.89809003,17.33027161,14.53366713,14.81867965,13.60297073,13.89283598,15.35587649,18.85201332,18.81275562,23.51258581,32.53508226,23.37022471,23.35935006,23.81594509,25.19547644,16.31486431,15.31086615,17.44303182,16.3906421
"France, Guadeloupe, Pointe-a-Pitre",Pointe-a-Pitre,Pointe-a-Pitre,44.0834,2.00252,Pointe-a-Pitre,7.868013595,7.868689945,7.869471019,7.774229532,7.774225169,7.649802221,7.705778715,7.048534107,7.055288874,7.101633281,7.053676981,7.054593325,7.054593325,7.056155474,7.084685821,7.084685821,6.980957425,6.980957425,6.948578247,6.848881879,6.910583779,6.910583779,6.909903066,7.327762483,8.118297317,8.036622198,8.758213574,9.153724692,9.087081708,8.960300265,8.965504301,9.019133644,9.069614691,8.712643601,8.659014257,8.215475085,8.215475085,8.581641418,8.752106404,8.540340978,8.710942259,9.302028481,9.114003271,9.121661291,9.182498337,9.225165585,9.49239596,9.20219333,8.516410629,8.48812228,8.450846639,8.462294834,9.394350358,11.8931265,16.66124183,16.07465024,15.99961131,16.68881066,16.2729989
"Portugal, Leixoes",Leixoes,Leixoes,40.95902,-5.72919,Leixoes,13.96461907,13.58425924,13.48756465,13.25169409,13.64093312,13.9288791,13.9801294,14.75868423,15.00239161,15.19563013,15.08384926,15.22539147,16.19567047,15.5745969,16.72945035,15.89494157,16.21945539,15.82959442,16.18002263,15.81256964,15.51904182,17.20942082,16.90649165,16.62423481,16.16725902,17.18107939,16.9491655,17.71755138,18.73902804,17.7200341,17.02972694,16.45433248,16.55139536,17.01859423,18.75060692,18.69582283,17.73151187,18.19230528,18.19910799,18.044865,18.43755564,18.99794221,18.47024117,18.45453907,17.06241485,18.36393828,16.77847738,17.6328971,18.33925938,17.20270778,17.75367485,17.17324797,17.83590078,19.23441952,17.47820849,17.06552551,16.78820732,15.88823793,16.27293135
"Portugal, Lisbon",Lisbon,Lisbon,38.713057,-9.138006,Lisbon,18.21942494,18.24588102,17.40267183,17.53442941,17.96661915,18.18275522,18.10193335,18.18787467,18.49001749,18.02443895,17.12072096,24.90532335,20.59533164,14.50622763,13.61082507,19.7407088,19.29942918,18.67774101,19.22244795,18.30615384,18.45530808,19.53716494,18.66582119,17.77359641,17.52071045,19.78395276,20.26257742,21.57839296,21.66224848,21.87189788,22.11470173,20.9854843,20.76147731,26.2433792,23.86305072,23.3641941,22.9917267,23.38197259,23.69983682,22.44594094,24.5269746,22.59697549,22.21633483,21.71820413,23.76141207,22.1065319,22.12385054,19.8727633,19.82434472,20.17725255,20.27099572,19.83106356,17.36990921,17.2728987,17.17979001,17.17456386,16.66645385,16.40897869,16.11867612
"China, Yingkou",Yingkou,Yingkou,40.674716,122.235774,Yingkou,5.585655556,5.585655556,5.585655556,7.318690355,7.318690355,7.927868265,7.746741857,5.639213721,5.766195887,7.020759694,7.074389038,7.177188183,6.898506586,5.61485097,8.040374513,8.059554183,9.896252018,9.896252018,8.307707953,10.10666897,10.85955584,7.988241397,12.31090743,10.20507057,13.55443458,14.19283953,14.14803353,14.05065087,14.2881476,14.46926411,14.68422597,14.77276773,14.38543675,14.10862122,14.10857323,14.63966736,14.12135218,13.47156516,13.75633216,13.97361348,13.97143171,12.71381666,12.7854697,13.22318895,14.21733862,14.21733862,12.84905507,12.81130824,13.42083359,15.19497846,13.95966926,13.98673553,14.50015056,14.33058755,14.14215671,14.67950438,14.88453694,14.88448933,16.07421866
"New Zealand, Lyttelton",Lyttelton,Lyttelton,52.48084,-1.81188,Lyttelton,10.59555706,9.187417394,9.541956408,9.753569004,9.840319193,12.25974986,12.11885715,12.53649773,12.54511998,12.26817786,10.52071627,10.48506959,10.63021495,11.21327814,11.49347343,11.7295365,11.68979257,13.61530324,13.18362239,13.17608522,13.18064575,11.21641853,12.21340427,12.26849888,13.09757234,13.19310604,13.44819507,13.25535601,14.0832843,14.5211339,14.74831801,14.73693334,14.74341773,15.65414286,15.64362922,14.98148209,15.85008862,15.70636539,16.53066954,15.74519484,16.2499357,15.73990197,15.38068368,15.56407913,16.07914843,15.89659016,15.48727611,15.84374333,15.86646913,15.69219037,15.56284387,15.5965775,15.44549409,15.44457526,15.50237615,15.94583122,16.01747203,16.01588307,15.98754788
"Brazil, Pecem",Pecem,Pecem,48.858007,4.483522,Pecem,15.60820866,15.32034033,15.65738061,15.67759554,12.02566192,11.61435909,12.15114521,15.69638979,15.69964985,15.73987063,15.80951468,13.83139903,13.03867538,14.53082661,15.33740614,15.35355001,16.27338037,16.08057073,16.83089226,16.9181901,16.48416947,16.40902424,13.94999242,14.39347466,13.40161334,11.43889552,17.56877812,18.23595811,17.8811805,20.30604789,21.29453701,21.34470343,21.35754004,21.27105043,17.85564969,17.85584026,20.60697537,13.08055421,13.02692487,19.41943296,19.41943296,15.19035583,19.97816703,19.92453769,21.86373537,14.755148,14.93869181,21.47625459,21.02244316,22.08949637,21.02262498,21.07101059,15.42292173,15.48202911,15.63645998,20.90231766,15.91385833,15.91033134,15.91081476
"United Kingdom, Tilbury",Tilbury,Tilbury,51.463117,0.36439,Tilbury,26.88048343,27.14947082,26.27516321,26.00762432,23.32636892,24.83729758,25.13451947,24.4363584,26.25269785,26.01389348,25.44317409,24.34215616,24.76886852,27.07117783,26.17294149,25.56343227,24.96393055,23.94333261,24.42151107,25.1494333,27.21018551,25.66979232,23.4980126,25.63637299,25.63780718,26.83348353,26.46554504,26.99533953,28.11883845,27.11129612,27.42351771,27.11456175,26.61850564,25.38851269,27.0940014,25.62063386,26.89650995,27.49776606,27.4077896,27.50605895,28.94297763,23.65445587,31.2454024,30.49127136,30.06181849,29.66612427,18.75731673,17.01154318,15.58749478,16.44765901,17.10045751,16.28039525,16.46195672,14.76900648,14.72060969,16.02071593,15.24204163,14.57546522,15.88894885
"Nigeria, Lagos",Lagos,Lagos,6.455058,3.39418,Lagos,9.748758156,9.734334914,10.20215228,10.11220201,11.97125126,11.619057,12.64968959,12.56242917,13.12586391,11.67368236,11.36750487,10.1730136,10.11846977,10.74263375,11.21071944,10.90926111,11.30573779,12.73461931,11.65492989,11.62565775,11.91975081,11.48210933,12.04109476,12.02681411,11.41237788,11.12326503,10.49645449,10.31746642,5.099159784,6.825503784,7.169847202,7.170309738,8.292743163,9.70294581,7.308095489,12.63760378,12.5278347,12.82961669,9.645723138,12.89318028,14.27864882,13.96862417,13.28818047,11.98435402,11.19598888,11.98550482,8.286325467,7.693055644,7.693055644,7.693764351,7.693764351,10.8434526,10.8434526,10.84776379,12.74243922,12.55442742,12.55442742,13.89600852,15.53079582
"Japan, Yokkaichi",Yokkaichi,Yokkaichi,34.965418,136.624654,Yokkaichi,9.83102804,8.879688016,10.14152347,9.943702469,10.5082966,10.85002159,10.53938685,15.06504342,14.9095892,14.59038445,13.57071695,13.71595368,13.72700654,13.74545986,13.88235803,13.51374785,13.45284884,11.64027851,11.95788436,11.49216655,11.44342656,11.56795608,11.72626771,11.78043377,11.78043377,12.39476024,15.90111782,16.329574,16.18850228,16.46140486,16.423805,15.89203775,15.64283303,15.68789728,16.13494791,16.6606222,17.08032293,17.68620335,17.28667853,16.89756057,16.63017535,16.26650749,16.49522259,15.90601994,15.55708856,16.09763824,16.08505737,15.66230573,15.85823863,14.95712617,15.51004635,15.53392802,15.60703623,15.59998038,16.1341255,15.81586791,15.79831991,15.7964785,15.49384239
"China, Fuzhou",Fuzhou,Fuzhou,26.077154,119.291477,Fuzhou,12.83546342,13.96936711,20.01928186,19.26710138,19.28062441,19.28255327,19.48322365,19.43979694,18.94828041,19.17061794,19.19705867,23.44879902,23.74359001,25.0017889,25.53574192,25.78096648,26.83059809,27.02208197,26.60436024,33.36689373,36.51349762,37.645442,37.88922182,36.91579855,37.07200587,36.85489482,36.17874196,36.07277563,36.79863155,37.75470866,37.81724536,36.45054172,35.81287462,35.74390505,36.4059563,37.12325721,33.52796547,34.67454322,36.42184292,36.44462594,44.45755636,43.24287124,30.60481928,31.16047158,30.68150512,18.49772453,18.67693131,19.05543801,18.49787723,18.50253067,18.92651422,19.00491979,18.39251012,24.17374035,24.74553314,24.75804079,24.38939002,16.49728239,15.32697283
"Lithuania, Klaipeda",Klaipeda,Klaipeda,55.710121,21.130698,Klaipeda,5.723668536,8.001656558,7.848442328,8.061846312,7.798298103,8.340529588,7.883938514,7.552157443,7.953775987,8.117709661,8.180745266,8.128608254,8.750248381,8.32594445,10.70382264,10.81312535,10.84030482,10.76372759,11.01726782,10.42025462,10.7853781,10.72428613,13.08875855,12.83892448,14.71532851,13.43540325,12.87396733,11.01698088,11.68291561,11.5704659,11.70809311,11.57686186,11.34196055,12.18357095,12.14073453,14.4557007,12.01924271,13.20790538,13.75988886,11.54636626,15.92112241,17.30754063,14.40552292,13.11708116,11.89566472,12.11298029,14.0427696,17.40680031,17.60352306,22.14445005,30.82901666,22.28391101,22.35906528,22.01521462,24.07802856,15.56941028,14.62973869,16.24611925,15.23527047
"Japan, Moji",Moji,Moji,47.63143,-122.52893,Moji,15.94291716,16.64084239,16.35195026,17.12347654,17.19132534,17.54082617,17.70848162,17.57164078,18.30320968,18.26284525,18.21451932,18.38270245,21.98655216,20.82294051,15.23999267,15.30626022,17.36240634,16.73997842,19.15489604,19.01480611,20.59161618,18.93664334,15.53655822,15.29711173,14.79934197,14.45397017,16.01611514,16.01873326,16.18905959,14.54947575,14.54003523,14.22455695,14.37998692,13.44776191,13.94840515,14.48820271,14.9123619,16.23136814,16.99210602,16.74068621,16.79108872,17.6138397,17.15533489,17.16529316,15.64670916,15.6470757,15.55265674,15.71849765,15.8140233,16.26576187,17.65064688,17.17230374,17.25418453,18.28748235,17.28929982,17.45867744,18.39332347,15.57380348,15.02355668
